CodItem,Desc Item,Category,Family,Speciality,Testing Cost
70005833,ECODOPPLERCARDIOGRAMA COLORIDO INFANTIL,RID,CARDIO,ECHOCARDIOGRAPHY,109.7
70005250,PUNCAO ASPIRATIVA DE LINFONODO AXILAR COM AGULHA ORIENTADA POR US (NAO INCLUI O EXAME DE BASE),RID,ULTRASOUND,INVASIVE PROCEDURE,84.21
70006209,"CHLAMYDIA ANTICORPOS IGG E IGM, QUANTITATIVO, SORO, IE",CA,CORELAB,IMMUNOHORMONE,11.51
70000212,"FENITOINA, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MCG/ML)",CA,TOXICO,DRUG ABUSE,7.34
70005427,VASOS RENAIS (RINS) - DOPPLER COLORIDO,RID,ULTRASOUND,DOPPLER,66.13
70005681,"ELETROLITOS, SANGUE",CA,CORELAB,BIOCHEMISTRY,0.53
70005630,"PSA - ANTIGENO PROSTATICO ESPECIFICO TOTAL E LIVRE, SORO",CA,CORELAB,IMMUNOHORMONE,3.01
70007001,"CURVA GLICO INSULINEMICA GENERICA, SANGUE",CA,CORELAB,IMMUNOHORMONE,1.59
70003016,OBSTETRICA COM TRANSLUCENCIA NUCAL - US,RID,ULTRASOUND,FETAL MEDICINE,86.98
70000338,"CREATINA,SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MMOL/L)",CA,CORELAB,BIOCHEMISTRY,40.14
70002243,TC COLUNA LOMBAR,RID,CT SCAN,SPINE,190.52
70002254,CURVA GLICEMICA 5 HS (0/30/60/90/120/180/240/300),CA,CORELAB,BIOCHEMISTRY,1.21
70003326,"LA DE CARNEIRO (E81), IGE RAST, SORO",CA,CORELAB,ALLERGY,10.35
70000851,"IGG - IMUNOGLOBULINA G, SORO",CA,CORELAB,IMMUNOHORMONE,2.54
70004270,"LARVA DE SANGUE (I73), IGE RAST, SORO",CA,CORELAB,ALLERGY,7.61
70003257,"MAGNESIO, URINA DE 24 HORAS (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/24H)",CA,CORELAB,BIOCHEMISTRY,1.67
70002890,"CLEARANCE DE CREATININA, URINA DE 24 HORAS/SORO",CA,CORELAB,BIOCHEMISTRY,1.09
70005968,"CAFEINA, DOSAGEM, SORO",CA,CORELAB,BIOCHEMISTRY,1.66
70004816,TIREOIDE - PUNCAO BIOPSIA/ASPIRATIVA DE ORGAO OU ESTRUTURA ORIENTADA POR US (NAO INCLUI O EXAME DE BASE),RID,ULTRASOUND,INVASIVE PROCEDURE,78.67
70000987,"HGH - HORMONIO DE CRESCIMENTO, SORO",CA,CORELAB,IMMUNOHORMONE,4.86
70005418,OSSEA (CORPO TOTAL) - CINTILOGRAFIA,RID,INTERNAL,SCINTILOGRAPHY,309.51
70000594,"PLAQUETAS, CONTAGEM, SANGUE",CA,HEMATO,BLOOD COUNT,3.12
70000795,"QUEIJO GORGONZOLA (F82), IGE RAST, SORO",CA,CORELAB,ALLERGY,7.39
70003394,"PLAQUETAS, ANTICORPOS IGG E IGM, SORO",CA,CORELAB,IMMUNOHORMONE,65.57
70002166,"APARELHO URINARIO (RINS, URETERES E BEXIGA) - US",RID,ULTRASOUND,GENERAL,77.61
70004930,"ESCLERODERMA (SCL 70), ANTICORPOS, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,8.66
70004897,"RNP, ANTICORPOS, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,3.83
70001646,"PEPTIDEO C, SORO",CA,CORELAB,IMMUNOHORMONE,2.1
70005604,CINTILOGRAFIA RENAL C/ OU S/ DIURETICO,RID,INTERNAL,SCINTILOGRAPHY,302.62
70002168,ARTICULAR - QUADRIL- ESQUERDO - US,RID,ULTRASOUND,SKELETAL MUSCLE,80.25
70000150,"FOSFORO, URINA DE 24 HORAS (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/24H)",CA,CORELAB,BIOCHEMISTRY,0.81
70006747,"PERFIL COMPLEMENTO, SORO",CA,CORELAB,IMMUNOHORMONE,30.4
70002048,MAMAS - DOPPLER COLORIDO,RID,ULTRASOUND,DOPPLER,79.68
70002783,"GLICOSE, URINA FRACIONADA EM 4 PERIODOS, DE 6 HORAS",CA,CORELAB,BIOCHEMISTRY,4.54
70005280,DENTAL (DENTASCAN)- ARCADAS SUPERIOR E INFERIOR - TC,RID,CT SCAN,HEAD AND NECK,299.76
70006453,"ZIKA VIRUS, ANTICORPOS IGM, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,44.37
70004868,ARTICULAR - MAO DIREITA - US,RID,ULTRASOUND,SKELETAL MUSCLE,72.38
70005636,TC FACE,RID,CT SCAN,HEAD AND NECK,206.92
70003334,"OVARIO, ANTICORPOS , SORO, IF",CA,CORELAB,IMMUNOHORMONE,48.51
70003518,"BETA-2 GLICOPROTEINA I, ANTICORPOS IGG E IGM, SORO",CA,CORELAB,IMMUNOHORMONE,12.19
70000478,"IMUNOFIXACAO, DIVERSOS (XXX)",CA,CORELAB,IMMUNOHORMONE,70.2
70005557,VACINA HEPATITE A - INFANTIL,VX,VACCINE,VACCINE,4.13
70002023,CARDIOTOCOGRAFIA ANTEPARTO - POR FETO,RID,INTERNAL,CARDIOTOCOGRAPHY,92.01
70004488,"FOSFATIDILSERINA, ANTICORPOS IGA, SORO",CA,CORELAB,IMMUNOHORMONE,53.11
70001458,"FOSFATIDILETANOLAMINA ANTICORPOS IGM, SORO",CA,CORELAB,IMMUNOHORMONE,105.49
70001451,"FOSFATIDILETANOLAMINA ANTICORPOS IGG, SORO",CA,CORELAB,IMMUNOHORMONE,186.02
70001104,"DERMATOPHAGOIDES MICROCERAS (D3), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.64
70005632,USG OBST 3D GEMELAR,RID,ULTRASOUND,FETAL MEDICINE,50.39
70001986,"MICROALBUMINA, URINA DE 24 HORAS",CA,CORELAB,BIOCHEMISTRY,1.7
70005490,COLUNA TOTAL PARA ESCOLIOSE (TELESPONDILOGRAFIA) - RX,RID,X-RAY,CONVENTIONAL,93.85
70004382,"ACAROS - TROPOMIOSINA (D205), IGE RAST, SORO",CA,CORELAB,ALLERGY,21.24
70000837,"ACAROS - ALERGENO MAIOR (D202), IGE RAST, SORO",CA,CORELAB,ALLERGY,15.79
70006010,"ANALISE DE AGUA REAGENTE, CONTROLE DE QUALIDADE INTERNO",CA,CORELAB,BIOCHEMISTRY,7.16
70000217,"APOLIPOPROTEINA A, SORO",CA,CORELAB,IMMUNOHORMONE,2.52
70001573,"GARDNERELLA VAGINALIS, PESQUISA, DIVERSOS (XXX)",CA,CORELAB,IMMUNOHORMONE,14.98
70006604,"PERFIL TIREOIDIANO, SORO",CA,CORELAB,BIOCHEMISTRY,9.79
70000208,"ALFA-1-ANTITRIPSINA, SORO",CA,CORELAB,IMMUNOHORMONE,5.57
70000375,"MUSCULO LISO, ANTICORPOS, PESQUISA, SORO",CA,CORELAB,IMMUNOHORMONE,7.94
70003888,"MITOCONDRIA, ANTICORPOS, PESQUISA, SORO",CA,CORELAB,IMMUNOHORMONE,6.31
70000719,"LKM1, ANTICORPOS, PESQUISA, SORO",CA,CORELAB,IMMUNOHORMONE,9.32
70005362,"PH, URINA AMOSTRA ISOLADA",CA,URINE,ROUTINE,3.4
70003969,"ACIDO ASCORBICO (VITAMINA C), SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,TOXICO,VITAMINS,12.8
70000574,"TOXOPLASMA IGG, AVIDEZ, QUANTITATIVO, SORO",CA,CORELAB,INFECTIOUS,24.66
70005789,TC BACIA,RID,CT SCAN,SKELETAL MUSCLE,265.15
70004966,"BETA-2-MICROGLOBULINA, QUANTITATIVO, SORO",CA,CORELAB,BIOCHEMISTRY,3.61
70003427,RM TORNOZELO ESQUERDO,RID,MRI,SKELETAL MUSCLE,238.78
70004210,"GLICOSE, URINA DE 24 HORAS (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/24H)",CA,CORELAB,BIOCHEMISTRY,0.62
70002334,"PNEUMOCYSTIS JIROVECI, PESQUISA, DIVERSOS (XXX)",CA,MICROBIO,MYCOLOGY,5.88
70000062,"FRUTOSE, ESPERMA",CA,CORELAB,BIOCHEMISTRY,48.17
70004833,CALCANEO ESQUERDO - RX,RID,X-RAY,CONVENTIONAL,76.94
70000435,"OSMOLALIDADE, URINA AMOSTRA ISOLADA",CA,CORELAB,BIOCHEMISTRY,7.39
70000733,"CARDIOLIPINA, ANTICORPO IGM, SORO, IE",CA,CORELAB,IMMUNOHORMONE,6.38
70000726,"CARDIOLIPINA, ANTICORPO IGG, SORO, IE",CA,CORELAB,IMMUNOHORMONE,6.33
70004525,"IGM - IMUNOGLOBULINA M, SORO",CA,CORELAB,IMMUNOHORMONE,2.76
70000521,"GRUPO EX71-PENAS DE GALINHA, DE PATO, DE GANSO, DE PERU, IGE RAST, SORO",CA,CORELAB,ALLERGY,7.96
70000147,"FOSFATASE ALCALINA, FRACAO OSSEA, SORO",CA,CORELAB,BIOCHEMISTRY,29.31
70002895,"CARNITINA TOTAL E FRACOES, SORO",CA,NEONATO,SCREENING,113.05
70003549,"VITAMINA E (TOCOFEROL), SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/L)",CA,TOXICO,VITAMINS,6.34
70004017,"GLICOSE, URINA AMOSTRA ISOLADA (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,CORELAB,BIOCHEMISTRY,0.46
70004155,"GLICOSE, APOS CAFE, SORO/PLASMA",CA,CORELAB,BIOCHEMISTRY,0.78
70005257,"MANGANES, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,2.41
70005584,"GLIADINA (GLUTEN), ANTICORPOS IGG E IGA, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,10.87
70005518,"HLA DQ2, DQ8, PESQUISA, SANGUE",CA,GENETICS,BIOMOLECULAR,135.64
70003270,ESTRUTURAS SUPERFICIAIS - COXA DIREITA - US,RID,ULTRASOUND,SKELETAL MUSCLE,77.22
70000584,"ALHO (F47), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.99
70001258,"TRIGO (F4), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.78
70003417,"MARIMBONDO (I4), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.2
70000711,"FEIJAO BRANCO (F15), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.55
70003379,TC ABDOME SUPERIOR,RID,CT SCAN,INTERNAL MEDICINE,258.49
70005480,ADENOIDES OU CAVUM (2 INCIDENCIAS)- RX,RID,X-RAY,CONVENTIONAL,60.09
70002841,"HEMOCROMATOSE HEREDITARIA PESQUISA DE MUTACOES, SANGUE/TEC",CA,GENETICS,SPECIAL GENETICS,25.63
70004118,"GASOMETRIA ARTERIAL, SANGUE ARTERIAL",CA,CORELAB,BIOCHEMISTRY,4.74
70001862,CURVA DE HGH COM CLONIDINA (CADA DOSAGEM),CA,CORELAB,IMMUNOHORMONE,4.22
70006181,CURVA GLICO-INSULINEMICA (5 DOSAGENS),CA,CORELAB,IMMUNOHORMONE,2.18
70000761,"ENDOMISIO, ANTICORPOS IGM, SORO",CA,CORELAB,IMMUNOHORMONE,8.66
70001836,"CROMOGRANINA A, SORO",CA,CORELAB,IMMUNOHORMONE,53.1
70006601,"IGA, IGG, IGM - IMUNOGLOBULINAS, PERFIL, SORO",CA,CORELAB,IMMUNOHORMONE,4.26
70000786,"PAPILOMA VIRUS HUMANO (HPV), GENOTIPAGEM",CA,GENETICS,BIOMOLECULAR,225.72
70006350,ABDOMEN SUPERIOR - DOPPLER COLORIDO,RID,ULTRASOUND,DOPPLER,71.27
70001095,"HELICOBACTER PYLORI, ANTICORPOS IGG, SORO",CA,CORELAB,IMMUNOHORMONE,3.08
70004098,"HELICOBACTER PYLORI, ANTICORPOS IGA, SORO",CA,CORELAB,IMMUNOHORMONE,33.48
70000907,"HELICOBACTER PYLORI, ANTICORPOS IGM, SORO",CA,CORELAB,IMMUNOHORMONE,13.05
70006450,VACINA HEPATITE A - ADULTO,VX,VACCINE,VACCINE,15.2
70005275,SEIOS DA FACE - 3 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,64.14
70001352,"HGH - HORMONIO DE CRESCIMENTO, SORO, 90 MIN APOS XXX",CA,CORELAB,IMMUNOHORMONE,5.74
70005957,"HGH - HORMONIO DE CRESCIMENTO, SORO, 60 MIN APOS XXX",CA,CORELAB,IMMUNOHORMONE,4.35
70003987,"HGH - HORMONIO DE CRESCIMENTO, SORO, 30 MIN APOS XXX",CA,CORELAB,IMMUNOHORMONE,4.3
70002164,"EPSTEIN BARR VIRUS NUCLEAR ANTICORPOS IGM, SORO",CA,CORELAB,IMMUNOHORMONE,46.68
70005516,ESTRUTURAS SUPERFICIAIS - PERNA DIREITA - US,RID,ULTRASOUND,SKELETAL MUSCLE,72.98
70006430,ESTRUTURAS SUPERFICIAIS - PERNA ESQUERDA - US,RID,ULTRASOUND,SKELETAL MUSCLE,73.01
70005398,TAXA DOMICILIAR RDI,FEE,FEE,AC / AP / VACCINE RATE,6.61
70005075,"CADEIAS KAPPA E LAMBDA LEVE LIVRE, PESQUISA, SORO",CA,CORELAB,IMMUNOHORMONE,83.99
70006202,"JO-1, ANTICORPOS, QUANTITATIVO, SORO, FLUORIMETRIA",CA,CORELAB,IMMUNOHORMONE,7.4
70003262,ARTICULAR - PE DIREITO - US,RID,ULTRASOUND,SKELETAL MUSCLE,71.99
70005637,TC PELVE,RID,CT SCAN,INTERNAL MEDICINE,227.09
70002368,"BORRELIA BURGDORFERI (LYME), ANTICORPOS IGG + IGM, LIQUOR/SORO",CA,CORELAB,IMMUNOHORMONE,18.61
70004619,"ACIDO VANIL MANDELICO (VMA), URINA DE 24 HORAS",CA,CORELAB,IMMUNOHORMONE,37.84
70004850,"MACROPROLACTINA, SORO",CA,CORELAB,IMMUNOHORMONE,2.53
70001382,"OVOMUCOIDE (F233), IGE RAST, SORO",CA,CORELAB,ALLERGY,17.32
70000556,"ABELHA (I1), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.72
70000819,"FUNGOS, DIVERSOS (XXX), CULTURA",CA,MICROBIO,CULTURE,6.91
70002746,"GLICOSE 1 HORA POS SOBRECARGA (GESTANTE), PLASMA",CA,CORELAB,BIOCHEMISTRY,1.02
70001375,"OVO (F245), IGE RAST, SORO",CA,CORELAB,ALLERGY,7.82
70002894,ORGAO OU ESTRUTURA ISOLADA - DOPPLER COLORIDO,RID,ULTRASOUND,DOPPLER,83.75
70004404,"CITOMEGALOVIRUS (CMV), ANTIGENEMIA, SORO",CA,GENETICS,BIOMOLECULAR,39.12
70002245,TC OMBRO DIREITO,RID,CT SCAN,SKELETAL MUSCLE,200.76
70001699,TC COLUNA DORSAL,RID,CT SCAN,SPINE,197.78
70002456,"BORDETELLA ANTICORPOS IGA, IGG E IGM, SORO",CA,CORELAB,IMMUNOHORMONE,28.51
70006005,"PESQUISA DE HLA B*51, SANGUE",CA,GENETICS,HLA,116.83
70002249,TC TORNOZELO ESQUERDO,RID,CT SCAN,SKELETAL MUSCLE,209.14
70000455,"SUBSTANCIAS REDUTORAS, PESQUISA, FEZES",CA,URINE,ROUTINE,4.81
70005477,COLUNA OPERADA - RM,RID,MRI,SPINE,125.86
70005047,"CITRATO, URINA DE 24 HORAS",CA,CORELAB,BIOCHEMISTRY,29.88
70002170,VACINA MENINGITE C,VX,VACCINE,VACCINE,70.85
70003329,"POTASSIO, URINA DE 24 HORAS",CA,CORELAB,BIOCHEMISTRY,0.74
70000054,"ACIDO URICO (URATO), URINA DE 24 HORAS, (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,CORELAB,BIOCHEMISTRY,0.87
70000235,"RETRACAO DO COAGULO, SANGUE",CA,HEMATO,COAGULATION,14.55
70000608,PROVA DO LACO,CA,HEMATO,COAGULATION,2.66
70002685,"ACIDO OXALICO (OXALATO), URINA DE 24 HORAS",CA,CORELAB,BIOCHEMISTRY,10.16
70006416,TORAX - 1 INCIDENCIA - RX,RID,X-RAY,CONVENTIONAL,67.06
70002943,ANTEBRACO - ESQUERDO - RX,RID,X-RAY,CONVENTIONAL,73.6
70001528,"LACTOSE, IGE, SORO",CA,CORELAB,ALLERGY,3.58
70006068,"VIRUS DA DENGUE, ANTIGENO NS1, PESQUISA, XXX",CA,CORELAB,IMMUNOHORMONE,28.55
70002821,DETECCAO DA MUTACAO V617F NO GENE JAK-2 - SANGUE,CA,GENETICS,SPECIAL GENETICS,68.28
70002427,"CROMOSSOMO PHILADELPHIA, PESQUISA, SANGUE, PCR",CA,GENETICS,SPECIAL GENETICS,229.74
70003166,"GLICOSE-6-FOSFATO DEHIDROGENASE, DOSAGEM, SANGUE",CA,NEONATO,SCREENING,9.2
70002034,CORACAO - MORFOLOGICO E FUNCIONAL - RM,RID,MRI,CARDIOVASCULAR,282.89
70006532,TAXAS DIVERSAS,FEE,FEE,FEE,4.47
70006586,"MALARIA, ANTICORPOS IGG + IGM, SORO",CA,CORELAB,IMMUNOHORMONE,55.37
70000728,"CENTROMERO, ANTICORPOS, SORO, IF",CA,CORELAB,IMMUNOHORMONE,4.2
70003320,VACINA TETRA VIRAL (SAR-CAX-RUB-VAR),VX,VACCINE,VACCINE,82.02
70004399,"OVO ALBUMINA (F232), IGE RAST, SORO",CA,CORELAB,ALLERGY,15.86
70002288,"ESQUIZOCITOS, PESQUISA, SANGUE TOTAL",CA,HEMATO,HEMATOCYTOLOGY,1.8
70004337,"FEIJAO VERMELHO (F287), IGE RAST, SORO",CA,CORELAB,ALLERGY,8.57
70001424,"PIMENTA DO REINO (SEMENTE VERDE) (F263),IGE RAST, SORO",CA,CORELAB,ALLERGY,8.72
70005165,"AVELA (F17), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.58
70000803,"COMPLEMENTO C1Q , QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,39.35
70006454,"C1 ESTERASE INIBIDOR FUNCIONAL, PLASMA",CA,CORELAB,IMMUNOHORMONE,31.66
70001549,"C1S ESTERASE INIBIDOR, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,24.74
70003585,"VITAMINA B3 (NIACINA), DOSAGEM, SORO/PLASMA (EXEMPLO DE EXPRESSAO DE RESULTADO: UG/L)",CA,TOXICO,VITAMINS,50.75
70000270,"PROTEINA S LIVRE, PLASMA",CA,HEMATO,COAGULATION,16.94
70004774,PELVICO TRANSABDOMINAL - DOPPLER COLORIDO,RID,ULTRASOUND,DOPPLER,70.82
70000859,"CRIOGLOBULINA, PESQUISA, SORO",CA,CORELAB,IMMUNOHORMONE,12.46
70005002,"CRIO-AGLUTININA, PESQUISA, SANGUE",CA,CORELAB,IMMUNOHORMONE,62.13
70000540,"HELICOBACTER PYLORI ANTIGENO, PESQUISA, FEZES",CA,COPRO,SPECIAL COPRO,50.42
70004942,"MUSCULO ESTRIADO, ANTICORPOS, PESQUISA, SORO",CA,CORELAB,IMMUNOHORMONE,18.57
70004338,"CROMO, SORO",CA,TOXICO,OCCUPATIONAL,2.42
70005572,VACINA DTP ACELUAR+IPV+HIB+HEP B,VX,VACCINE,VACCINE,4.58
70004010,"ECHINOCOCCUS (HIDATIDOSE), ANTICORPOS ANTI (IGG), SORO",CA,CORELAB,IMMUNOHORMONE,29.85
70003015,"HERPES VIRUS SIMPLEX 1 - ANTICORPOS IGG E IGM, SORO",CA,CORELAB,IMMUNOHORMONE,8.87
70006436,PROSTATA TRANSRETAL (INCLUI PELVE MASCULINA)- US,RID,ULTRASOUND,GENERAL,78.9
70005081,"NEUTROFILOS, INDICE DE SEGMENTACAO, (ARNET) SANGUE",CA,HEMATO,HEMATOCYTOLOGY,7.44
70000777,"CITOMEGALOVIRUS IGG, AVIDEZ, QUANTITATIVO, SORO",CA,CORELAB,INFECTIOUS,75.71
70002452,"PROVAS DE ATIVIDADE REUMATICA, SANGUE",CA,CORELAB,IMMUNOHORMONE,12.31
70004383,CURVA GLICEMICA CLASSICA (5 DOSAGENS),CA,CORELAB,BIOCHEMISTRY,1.05
70003004,ESTRUTURAS SUPERFICIAIS - BRACO ESQUERDO - US,RID,ULTRASOUND,SKELETAL MUSCLE,72.35
70003216,ARTICULACAO COXOFEMORAL (QUADRIL) - ESQUERDO - RX,RID,X-RAY,CONVENTIONAL,65.71
70002946,ARTICULACAO COXOFEMORAL (QUADRIL) - DIREITO - RX,RID,X-RAY,CONVENTIONAL,65.63
70005443,"ARSENICO, QUANTITATIVO, SANGUE",CA,TOXICO,OCCUPATIONAL,2.87
70001469,"CADMIO, SANGUE",CA,TOXICO,OCCUPATIONAL,2.41
70003782,POLIMORFISMO DO PAI-1,CA,GENETICS,BIOMOLECULAR,29.2
70002698,"FOSFATIDILSERINA, ANTICORPOS IGG+IGM, SORO",CA,CORELAB,IMMUNOHORMONE,26.2
70004865,ARTICULAR - COTOVELO- ESQUERDO -US,RID,ULTRASOUND,SKELETAL MUSCLE,71.96
70001584,"PARVOVIRUS B19, ANTICORPOS IGG+IGM, SORO",CA,CORELAB,IMMUNOHORMONE,20.43
70002075,MEMBRO SUPERIOR - DIREITO - DOPPLER COLORIDO VENOSO,RID,ULTRASOUND,DOPPLER,72.0
70003289,VACINA DTPA + IPV,VX,VACCINE,VACCINE,35.19
70005217,DENSITOMETRIA OSSEA (UM SEGMENTO)- FEMUR,RID,DENSITO,DENSITOMETRY,96.74
70002130,COTOVELO - ESQUERDO - RX,RID,X-RAY,CONVENTIONAL,81.34
70003982,"COMPLEMENTO C2, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,75.9
70002955,COLUNA LOMBO-SACRA - 5 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,78.97
70003218,ARTICULACAO TIBIOTARSICA (TORNOZELO) ESQUERDO - RX,RID,X-RAY,CONVENTIONAL,62.51
70004045,"CARDIOLIPINA, ANTICORPO IGA, SORO, FEIA",CA,CORELAB,IMMUNOHORMONE,1.52
70003256,ARTICULAR - QUADRIL- DIREITO - US,RID,ULTRASOUND,SKELETAL MUSCLE,79.88
70006244,RM PERNA DIREITA,RID,MRI,SKELETAL MUSCLE,255.35
70000413,"GORDURA FECAL, DOSAGEM, FEZES DE 24 HORAS",CA,COPRO,SPECIAL COPRO,1.93
70001185,"ACIDO TRANS-MUCONICO, DOSAGEM, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.29
70002419,"ZIKA VIRUS, ANTICORPOS IGG, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,42.07
70002115,CRANIO (MASTOIDES) - RM,RID,MRI,HEAD AND NECK,306.31
70001439,"ENTAMOEBA HISTOLYTICA, ANTIGENO, PESQUISA, FEZES",CA,CORELAB,IMMUNOHORMONE,31.42
70003703,"TOXOCARA CANNIS, ANTICORPO IGG, SORO",CA,CORELAB,IMMUNOHORMONE,13.11
70004482,"EOSINOFILOS, PESQUISA, FEZES",CA,COPRO,PARASITOLOGY,4.08
70000439,"COXSACKIE VIRUS B 16, ANTICORPOS IGM, PAINEL SORO",CA,CORELAB,IMMUNOHORMONE,51.28
70005786,TC PESCOCO,RID,CT SCAN,HEAD AND NECK,256.21
70005996,LCR PERFIL COMPLETO (DADOS GERAIS + CITOLOGICO + PANDY + PROTEINAS TOTAIS + GLICOSE + CLORETOS + UREIA + ELETROFORESE DE PROTEINAS + REACOES PARA NEUROLUES + REACOES PARA NEUROCISTICERCOSE + FTA-ABS IGG + VDRL,CA,HEMATO,HEMATOCYTOLOGY,18.25
70003152,RM QUADRIL DIREITO,RID,MRI,SKELETAL MUSCLE,271.13
70005514,ARCOS COSTAIS -TC,RID,CT SCAN,SKELETAL MUSCLE,152.91
70004931,"INSULINA, APOS CAFE, SORO/PLASMA",CA,CORELAB,IMMUNOHORMONE,1.53
70002609,RM TORAX,RID,MRI,CHEST,366.54
70000456,"CITOGRAMA, SECRECAO NASAL",CA,HEMATO,HEMATOCYTOLOGY,14.69
70000729,"AMOXICILINA (C6), IGE RAST, SORO",CA,CORELAB,ALLERGY,50.24
70003992,"COMPLEMENTO C5, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,38.15
70003534,"PO DOMICILIAR (H2), IGE RAST, SORO",CA,CORELAB,ALLERGY,6.19
70002364,"ROTAVIRUS, PESQUISA, FEZES",CA,MICROBIO,BACTEROSCOPY,20.6
70000086,"GLICOSE, PLASMA, 120 MIN APOS XXX",CA,CORELAB,BIOCHEMISTRY,0.9
70000192,"GLICOSE, PLASMA, 60 MIN APOS XXX",CA,CORELAB,BIOCHEMISTRY,0.98
70000089,"GLICOSE, PLASMA, 180 MIN APOS XXX",CA,CORELAB,BIOCHEMISTRY,2.1
70007000,"CURVA GLICEMICA GENERICA, PLASMA",CA,CORELAB,BIOCHEMISTRY,0.61
70001441,"ARSENICO, QUANTITATIVO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.57
70005488,"CADMIO, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.25
70003568,"MERCURIO, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.1
70002239,"CHUMBO, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.22
70000555,"ALUMINIO, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,2.24
70004810,PUNCAO ASPIRATIVA DE GANGLIO CERVICAL ORIENTADA POR US (NAO INCLUI O EXAME DE BASE),RID,ULTRASOUND,INVASIVE PROCEDURE,140.95
70003440,ENTERO-TOMOGRAFIA,RID,CT SCAN,INTERNAL MEDICINE,172.31
70002047,"MIOGLOBINA, URINA",CA,CORELAB,CARDIAC MARKERS,2.35
70001463,"SOMATOSTATINA, PLASMA",CA,CORELAB,IMMUNOHORMONE,53.49
70008330,"ESTUDO MOLECULAR X-FRAGIL DNA, SEQUENCIAMENTO, SANGUE",CA,GENETICS,SPECIAL GENETICS,244.37
70000038,"AMINOACIDOS, FRACIONAMENTO E QUANTIFICACAO, SORO",CA,NEONATO,INBORN ERRORS,155.19
70005677,RM MAMA BILATERAL,RID,MRI,MAMA,328.73
70006081,"PROGESTERONA, SORO",CA,CORELAB,IMMUNOHORMONE,2.02
70002699,ARTICULAR - QUADRIL- ESQUERDO INFANTIL- US,RID,ULTRASOUND,SKELETAL MUSCLE,89.67
70003463,ARTICULAR - QUADRIL- DIREITO INFANTIL- US,RID,ULTRASOUND,SKELETAL MUSCLE,87.47
70006386,ABDOME SIMPLES 3 INCIDENCIAS - RX,RID,X-RAY,CONVENTIONAL,60.99
70002985,HIPOCONDRIO DIREITO - US,RID,ULTRASOUND,GENERAL,67.41
70008326,"INSULINA, ANTICORPOS, QUANTITATIVO, SORO",CA,CORELAB,IMMUNOHORMONE,10.38
70000148,"CD56, CELULAS NATURAL KILLER, SANGUE, CITOMETRIA DE FLUXO",CA,GENETICS,SPECIAL GENETICS,7.06
70001407,"CD3, LINFOCITOS T, DIVERSOS (XXX), CITOMETRIA DE FLUXO",CA,HEMATO,CYTOMETRY,10.25
70002386,PRA - CLASSE I E CLASSE II,CA,GENETICS,BIOMOLECULAR,825.08
70000604,"METIL ETIL CETONA, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,8.03
70004256,"LIPASE, LIQUIDO ORGANICO",CA,CORELAB,BIOCHEMISTRY,4.61
